iter	MAE	RMSE
579	26.87407743	49.38083524
580	26.85443899	49.33658121
581	26.83620914	49.2928585
582	26.81706225	49.24920964
583	26.80710933	49.21408906
584	26.7932199	49.19018297
585	26.78077677	49.14708351
586	26.7720891	49.11840086
587	26.75008561	49.08422183
588	26.74291279	49.05875822
589	26.73196001	49.02664118
590	26.72018521	48.99521328
591	26.71151458	48.96225287
592	26.69159714	48.93131735
593	26.67303272	48.88559245
594	26.65985306	48.8497364
595	26.65070893	48.81776305
596	26.64365816	48.79126095
597	26.62766574	48.74824721
598	26.62202993	48.73235615
599	26.59773168	48.69621134
600	26.57895994	48.6607393
601	26.5671898	48.63369847
602	26.55408649	48.60222978
603	26.5430629	48.57629856
604	26.53752078	48.55575055
605	26.51558598	48.50996284
606	26.50390437	48.4639764
607	26.4913843	48.42584916
608	26.47175341	48.3864877
609	26.46134465	48.35028092
610	26.42858141	48.30322184
611	26.41750713	48.2690491
612	26.39973188	48.23262591
613	26.38646668	48.18922228
614	26.37640842	48.16372656
615	26.35949553	48.12584653
616	26.35301613	48.10145327
617	26.33092074	48.075999
618	26.31420873	48.04196037
619	26.28865031	47.99935569
620	26.25237846	47.94248485
621	26.2367587	47.90964909
622	26.21104653	47.84813682
623	26.1756869	47.80997592
624	26.16779852	47.78833184
625	26.14986447	47.7502087
626	26.13896438	47.72415217
627	26.12785685	47.68979342
628	26.11338224	47.64723525
629	26.10242978	47.62227588
630	26.09389484	47.59862969
631	26.07613844	47.55239225
632	26.05473786	47.5189578
633	26.04405902	47.48652477
634	26.02896459	47.45011109
635	26.0184806	47.42367727
636	26.01112861	47.40574355
637	25.99801937	47.37427473
638	25.98340173	47.34502642
639	25.97597781	47.3206904
640	25.96482981	47.29699884
641	25.94098678	47.2439637
642	25.91366931	47.19516214
643	25.90243848	47.15714384
644	25.88838991	47.12234262
645	25.88017836	47.0973678
646	25.87149481	47.06594352
647	25.86488291	47.04028624
648	25.84915553	47.00446923
649	25.83388025	46.9827748
650	25.82518896	46.95894366
651	25.81510571	46.93694455
652	25.7998741	46.90589709
653	25.76695631	46.86199757
654	25.76165501	46.84588708
655	25.75390373	46.81803165
656	25.74348643	46.78510717
657	25.73227503	46.75739335
658	25.72381776	46.73248716
659	25.71683302	46.71434429
660	25.70460011	46.68287102
661	25.69537042	46.65626627
662	25.67789175	46.62791675
663	25.65983393	46.59631044
664	25.65415671	46.57418815
665	25.64713238	46.54754114
666	25.63143064	46.51522276
667	25.62192283	46.48894605
668	25.61356022	46.45705162
669	25.60077792	46.4253932
670	25.58920467	46.40507559
671	25.57957808	46.38489843
672	25.57090591	46.35475991
673	25.56079708	46.31585771
674	25.55054057	46.28584084
675	25.53917678	46.25969272
676	25.52998132	46.22615856
677	25.51251343	46.19315457
678	25.50514732	46.17399842
679	25.48100319	46.14313493
680	25.47255093	46.12019816
681	25.45856265	46.07849004
682	25.43519457	46.04508961
683	25.41449783	46.01921069
684	25.40695785	45.99910648
685	25.39774513	45.97862266
686	25.38544818	45.94772164
687	25.38007356	45.92791912
688	25.36784528	45.89616786
689	25.34968557	45.87788028
690	25.33952953	45.84739603
691	25.33436041	45.83230068
692	25.32013218	45.80313464
693	25.30806177	45.77992314
694	25.29122963	45.75014084
695	25.28688713	45.73264398
696	25.27536805	45.69737054
697	25.26658352	45.67300806
698	25.25217341	45.64221196
699	25.22723266	45.61390481
700	25.2196824	45.58895801
701	25.21163851	45.56555401
702	25.20738655	45.54950798
703	25.19854988	45.52273196
704	25.18958095	45.49969455
705	25.16875107	45.47245718
706	25.1624575	45.45192913
707	25.153785	45.42075264
708	25.14835494	45.40266873
709	25.13981365	45.38134084
710	25.13014676	45.35653241
711	25.11456319	45.33306085
712	25.1062337	45.30416269
713	25.10055351	45.28106068
714	25.08819653	45.25174581
715	25.0730061	45.22912914
716	25.0642686	45.20889643
717	25.05398789	45.18108911
718	25.02837484	45.14712313
719	25.01989024	45.12255282
720	25.00674979	45.1008801
721	24.99915982	45.08179121
722	24.99395396	45.06825607
723	24.9887022	45.05212252
724	24.97752657	45.02763479
725	24.96899613	45.01070611
726	24.95305528	44.97478997
727	24.93922376	44.94794807
728	24.9333229	44.93115304
729	24.91382182	44.90802835
730	24.89722401	44.88146771
731	24.87884576	44.85451957
732	24.86618461	44.82003216
733	24.85157684	44.79734044
734	24.82148773	44.72797313
735	24.81243144	44.69997712
736	24.79700077	44.67235667
737	24.78148455	44.64926384
738	24.75775645	44.60333369
739	24.75251791	44.58618828
740	24.74888046	44.57296453
741	24.73914687	44.54673899
742	24.72075018	44.51027849
743	24.71536391	44.49168045
744	24.70573505	44.46666242
745	24.69867205	44.44657813
746	24.69587956	44.43646734
747	24.68757482	44.4117237
748	24.6702062	44.39062536
749	24.65928977	44.36418133
750	24.64920624	44.33804061
751	24.61890697	44.28872447
752	24.60290582	44.26074733
753	24.59125706	44.23610197
754	24.58082342	44.21918956
755	24.57599958	44.20371337
756	24.56771379	44.18158613
757	24.5599909	44.16681141
758	24.55508953	44.14760282
759	24.54191937	44.12131923
760	24.53492215	44.09626738
761	24.52229188	44.0702548
762	24.51399889	44.04693231
763	24.49555975	44.00769584
764	24.48883961	43.98695244
765	24.48248853	43.96384809
766	24.47412003	43.94220958
767	24.4637911	43.92058493
768	24.45278845	43.89778378
769	24.44145879	43.86875385
770	24.43647433	43.85594694
771	24.42774824	43.83838072
772	24.4203363	43.80829428
773	24.40983129	43.7828165
774	24.40551203	43.77143333
775	24.3968515	43.74906375
776	24.38908743	43.7243701
777	24.3654027	43.69833574
778	24.35860895	43.67471074
779	24.3460567	43.6524842
780	24.33331658	43.62655746
781	24.32347232	43.59840513
782	24.31370839	43.57400397
783	24.30507614	43.5555619
784	24.29745414	43.52687243
785	24.29134721	43.49994836
786	24.27522267	43.46381737
787	24.26972325	43.45039481
788	24.25753399	43.42390285
789	24.23025121	43.3966818
790	24.22614226	43.37964981
791	24.21950972	43.36374317
792	24.20388196	43.33901554
793	24.18370998	43.31269529
794	24.17315205	43.29293307
795	24.16512822	43.27293703
796	24.15683922	43.24247406
797	24.14440599	43.21093667
798	24.13927485	43.19496043
799	24.13398205	43.17362023
800	24.12864119	43.1584708
801	24.11970367	43.13227247
802	24.11222632	43.10504442
803	24.10043505	43.07740685
804	24.08812416	43.05589784
805	24.06739122	43.02297149
806	24.05941888	43.00238201
807	24.05362272	42.98460673
808	24.04492515	42.96414321
809	24.01988189	42.92360556
810	24.00641298	42.90777236
811	23.9896956	42.87679946
812	23.98750318	42.86481415
813	23.98193036	42.84692213
814	23.975239	42.83247594
815	23.9670581	42.8050619
816	23.95692538	42.78285307
817	23.94973213	42.76120318
818	23.93854843	42.73703848
819	23.92664579	42.71092676
820	23.91574159	42.68533522
821	23.90446143	42.66184711
822	23.89491619	42.63376098
823	23.88266427	42.60913795
824	23.87166457	42.58435786
825	23.86415313	42.55882191
826	23.85934407	42.53668522
827	23.85224163	42.51745743
828	23.79786556	42.46709764
829	23.79167272	42.44767196
830	23.78097743	42.42621362
831	23.77220713	42.40032652
832	23.75872461	42.37372799
833	23.75057341	42.34548106
834	23.74692393	42.33060419
835	23.73894686	42.31132004
836	23.73196486	42.29185626
837	23.71370832	42.25831326
838	23.6927776	42.21903742
839	23.67426517	42.19491306
840	23.66799401	42.17612148
841	23.64708563	42.13349863
842	23.63873082	42.11601524
843	23.63107108	42.09603254
844	23.6233284	42.06899669
845	23.61467446	42.04542402
846	23.60050882	42.02165945
847	23.59554487	42.00681641
848	23.58311666	41.98077042
849	23.57181539	41.96535571
850	23.56743285	41.95054282
851	23.56248233	41.93327823
852	23.54780246	41.90720766
853	23.54108786	41.89191324
854	23.52495405	41.85454263
855	23.52026739	41.83506841
856	23.50996233	41.81867395
857	23.50161119	41.7982706
858	23.4913372	41.77667291
859	23.47622776	41.7455752
860	23.46843471	41.72793882
861	23.45921797	41.70756929
862	23.45247967	41.6839255
863	23.44598977	41.6654743
864	23.43825598	41.64580335
865	23.43209382	41.63063704
866	23.41476465	41.60194194
867	23.40700325	41.58880156
868	23.3958924	41.56758419
869	23.38584027	41.55285521
870	23.37847595	41.53430985
871	23.36886908	41.51053204
872	23.35864052	41.48719874
873	23.35016824	41.46894895
874	23.34200984	41.45508213
875	23.33612617	41.44089519
876	23.33097408	41.42424777
877	23.32194816	41.4030776
878	23.3187502	41.39359928
879	23.30460601	41.36002249
880	23.29870165	41.34617439
881	23.29530393	41.33760762
882	23.28112519	41.31000139
883	23.27735606	41.29916794
884	23.26268542	41.28113631
885	23.25276621	41.25826455
886	23.23244993	41.2334952
887	23.22546571	41.21002229
888	23.20126605	41.17863986
889	23.19710725	41.16495216
890	23.19509434	41.15761751
891	23.18600136	41.13986968
892	23.17434915	41.12086062
893	23.17038625	41.10837433
894	23.16412101	41.09057157
895	23.15804658	41.07260992
896	23.14977579	41.05339529
897	23.12582159	41.02623326
898	23.107898	41.00189354
899	23.10138729	40.98166548
900	23.09479777	40.96193964
901	23.08640735	40.94773293
902	23.08147833	40.92838031
903	23.07422368	40.90835569
904	23.06730316	40.88405205
905	23.06143941	40.86614748
906	23.05332536	40.84574733
907	23.04555287	40.82890843
908	23.03930299	40.81028447
909	23.03433291	40.79606074
910	23.02594433	40.77054525
911	23.00693432	40.73953027
912	22.99871024	40.72020127
913	22.98120247	40.69611264
914	22.97277288	40.6782792
915	22.96298699	40.65549025
916	22.95918389	40.64514005
917	22.94979241	40.62360438
918	22.92519125	40.59325524
919	22.91222164	40.5741986
920	22.90448574	40.55848858
921	22.90116157	40.54520013
922	22.89363987	40.52618776
923	22.88743449	40.51156911
924	22.878262	40.49120828
925	22.86657479	40.46985865
926	22.85535574	40.44851665
927	22.84816756	40.42223109
928	22.83899074	40.40016681
929	22.83261015	40.38188678
930	22.82780273	40.36808185
931	22.81597922	40.34008489
932	22.80254624	40.31222078
933	22.79800611	40.29983993
934	22.79487373	40.28805349
935	22.78832238	40.27040384
